Experiment,Category,Language,Models,Dataset,Complexity,Size,Attempt,Input,Reasons,Output,Time,Accuracy,Completeness
code_analysis,EvaluateCodeQuality,React,OpenAi_o1_0912,ReactSignUp,high,low,1,1403,4160,7573,99.35765314102173
code_analysis,EvaluateCodeQuality,React,OpenAi_o1_0912,ToDoApp_ReactJS,high,avg,1,3465,3200,6265,73.70817422866821
code_analysis,EvaluateCodeQuality,Angular,OpenAi_o1_0912,AngularCosmoPage,avg,high,1,5613,3520,7004,72.05771088600159
code_explanation,DescribeTechnicalImplementation,Angular,OpenAi_o1_0912,AngularCosmoPage,avg,high,1,5558,2880,5252,49.18841290473938
code_explanation,DescribeTechnicalImplementation,React,OpenAi_o1_0912,ReactSignUp,high,low,1,1348,2560,5252,72.45794987678528
code_explanation,DescribeTechnicalImplementation,React,OpenAi_o1_0912,ToDoApp_ReactJS,high,avg,1,3410,4224,6112,59.272193908691406
component_generation,ModifyReactApp,React,OpenAi_o1_0912,ReactFetchAPI,avg,low,1,363,1408,1778,16.29738974571228
component_generation,GenerateBaseComponent,none,OpenAi_o1_0912,none,none,none,1,168,576,1701,18.968148231506348
component_generation,GenerateReactApp,none,OpenAi_o1_0912,none,none,none,1,158,1216,1879,16.34574317932129
solution_documentation,BusinessFunctionality,React,OpenAi_o1_0912,ReactSignUp,high,low,1,1270,2304,3792,53.71314001083374
solution_documentation,BusinessFunctionality,React,OpenAi_o1_0912,ToDoApp_ReactJS,high,avg,1,3332,1856,3147,36.80172276496887
solution_documentation,BusinessFunctionality,Angular,OpenAi_o1_0912,AngularCosmoPage,avg,high,1,5480,2624,4458,56.521981954574585
solution_migration,ReactToAngular,React,OpenAi_o1_0912,ToDoApp_ReactJS,high,avg,1,3368,9536,12629,133.55788278579712
solution_migration,jQueryToReact,jQuery,OpenAi_o1_0912,ToDoApp_jQuery,high,low,1,2350,3648,6274,55.541390895843506
solution_migration,AngularToReact,Angular,OpenAi_o1_0912,AngularCosmoPage,avg,high,1,5498,5760,10018,94.16320610046387
solution_migration,UpdateReact,React,OpenAi_o1_0912,ToDoApp_ReactJS,high,avg,1,3358,7104,9917,110.0601749420166
solution_migration,UpdateAngular,Angular,OpenAi_o1_0912,ToDoApp_AngularJS,avg,avg_2,1,2401,5568,9490,95.32423996925354
solution_migration,ReactToAngular,React,OpenAi_o1_0912,ReactSignUp,high,low,1,1306,6208,7480,83.15473508834839
solution_migration,VanillaToReact,NativeJS,OpenAi_o1_0912,Piano_NativeJS,high,low,1,1423,8576,10489,105.6457028388977
solution_template_generation,GenerateProjectConfiguration,none,OpenAi_o1_0912,none,none,none,1,95,2112,3630,33.299408197402954
test_generation,WriteTestsForLegacyCode,React,OpenAi_o1_0912,ReactSignUp,high,low,1,1259,3584,4939,52.59731912612915
test_generation,WriteTestsForLegacyCode,React,OpenAi_o1_0912,ToDoApp_ReactJS,high,avg,1,3321,4160,6900,73.12566995620728
test_generation,WriteTestsForLegacyCode,Angular,OpenAi_o1_0912,AngularCosmoPage,avg,high,1,5469,4416,7367,62.529380321502686
test_generation,WriteTestsForActualCode,React,OpenAi_o1_0912,ReactSelect,extra_high,high,1,15993,896,3671,43.504475831985474
