Experiment,Type,Category,Language,Models,Dataset,Complexity,Size,Attempt,Input,Reasons,Output,Time,Accuracy,Completeness,Accuracy_claude-3-7-sonnet@20250219,Completeness_claude-3-7-sonnet@20250219,Accuracy_o3-mini,Completeness_o3-mini
code_translation,solution_migration,ReactToAngular,React,Gemini_25_Flash_0417,ToDoApp_ReactJS,high,avg,1,4101,0,10979,80.9,3.31,4.0,3.5,4.0,3.12,4.0
code_translation,solution_migration,jQueryToReact,jQuery,Gemini_25_Flash_0417,ToDoApp_jQuery,high,low,1,2959,0,5838,42.74,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,AngularToReact,Angular,Gemini_25_Flash_0417,AngularCosmoPage,avg,high,1,6685,0,18646,118.57,3.5,4.0,4.0,4.0,3.0,4.0
code_translation,solution_migration,UpdateReact,React,Gemini_25_Flash_0417,ToDoApp_ReactJS,high,avg,1,4085,0,7543,57.4,3.65,4.0,3.98,4.0,3.32,4.0
code_translation,solution_migration,UpdateAngular,Angular,Gemini_25_Flash_0417,ToDoApp_AngularJS,avg,avg_2,1,2787,0,19353,93.83,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,ReactToAngular,React,Gemini_25_Flash_0417,ReactSignUp,high,low,1,1687,0,4945,40.92,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,VanillaToReact,NativeJS,Gemini_25_Flash_0417,Piano_NativeJS,high,low,1,1815,0,5013,42.45,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,GenerateReactApp,none,Gemini_25_Flash_0417,none,none,none,1,299,0,1972,18.99,3.46,4.0,3.01,4.0,3.92,4.0
code_generation,component_generation,ModifyReactApp,React,Gemini_25_Flash_0417,ReactFetchAPI,avg,low,1,610,0,2508,32.5,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,GenerateBaseComponent,none,Gemini_25_Flash_0417,none,none,none,1,293,0,4811,36.55,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,GenerateReactApp,none,Gemini_25_Flash_0417,none,none,none,1,299,0,1972,21.49,3.5,4.0,3.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,React,Gemini_25_Flash_0417,ReactSignUp,high,low,1,1669,0,6988,51.78,4.0,3.5,4.0,4.0,4.0,3.0
code_generation,test_generation,WriteTestsForLegacyCode,React,Gemini_25_Flash_0417,ToDoApp_ReactJS,high,avg,1,4096,0,16921,92.66,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,Angular,Gemini_25_Flash_0417,AngularCosmoPage,avg,high,1,6556,0,23192,113.14,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForActualCode,React,Gemini_25_Flash_0417,ReactSelect,extra_high,high,1,18518,0,29308,138.8,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,solution_template_generation,GenerateProjectConfiguration,none,Gemini_25_Flash_0417,none,none,none,1,274,0,4099,31.75,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,React,Gemini_25_Flash_0417,ReactSignUp,high,low,1,1632,0,7880,59.21,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,React,Gemini_25_Flash_0417,ToDoApp_ReactJS,high,avg,1,4044,0,10115,71.34,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,Angular,Gemini_25_Flash_0417,AngularCosmoPage,avg,high,1,6530,0,10372,82.2,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_explanation,DescribeTechnicalImplementation,Angular,Gemini_25_Flash_0417,AngularCosmoPage,avg,high,1,6477,0,4856,41.32,3.34,4.0,3.5,4.0,3.18,4.0
code_documentation,code_explanation,DescribeTechnicalImplementation,React,Gemini_25_Flash_0417,ReactSignUp,high,low,1,1612,0,2760,28.46,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_explanation,DescribeTechnicalImplementation,React,Gemini_25_Flash_0417,ToDoApp_ReactJS,high,avg,1,4004,0,3765,36.07,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,solution_documentation,BusinessFunctionality,React,Gemini_25_Flash_0417,ReactSignUp,high,low,1,1581,0,3579,33.8,3.99,4.0,4.0,4.0,3.98,4.0
code_documentation,solution_documentation,BusinessFunctionality,React,Gemini_25_Flash_0417,ToDoApp_ReactJS,high,avg,1,3960,0,3334,34.62,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,solution_documentation,BusinessFunctionality,Angular,Gemini_25_Flash_0417,AngularCosmoPage,avg,high,1,6471,0,4157,46.11,4.0,4.0,4.0,4.0,4.0,4.0
