Experiment,Category,Language,Models,Dataset,Complexity,Size,Attempt,Input,Reasons,Output,Time,Accuracy,Completeness
code_analysis,EvaluateCodeQuality,React,GeminiPro_0801,ReactSignUp,high,low,1,1530,0,1387,27.734542846679688
code_analysis,EvaluateCodeQuality,React,GeminiPro_0801,ReactSignUp,high,low,2,1530,0,1186,24.104867696762085
code_analysis,EvaluateCodeQuality,React,GeminiPro_0801,ToDoApp_ReactJS,high,avg,1,3890,0,1038,21.85402798652649
code_analysis,EvaluateCodeQuality,React,GeminiPro_0801,ToDoApp_ReactJS,high,avg,2,3890,0,1673,33.48020696640015
code_analysis,EvaluateCodeQuality,Angular,GeminiPro_0801,AngularCosmoPage,avg,high,1,6430,0,1297,26.45768094062805
code_analysis,EvaluateCodeQuality,Angular,GeminiPro_0801,AngularCosmoPage,avg,high,2,6430,0,1587,32.152836084365845
code_explanation,DescribeTechnicalImplementation,Angular,GeminiPro_0801,AngularCosmoPage,avg,high,1,6378,0,753,16.99574613571167
code_explanation,DescribeTechnicalImplementation,Angular,GeminiPro_0801,AngularCosmoPage,avg,high,2,6378,0,781,17.12539315223694
code_explanation,DescribeTechnicalImplementation,React,GeminiPro_0801,ReactSignUp,high,low,1,1478,0,626,13.99278211593628
code_explanation,DescribeTechnicalImplementation,React,GeminiPro_0801,ToDoApp_ReactJS,high,avg,1,3838,0,878,18.660999059677124
code_explanation,DescribeTechnicalImplementation,React,GeminiPro_0801,ToDoApp_ReactJS,high,avg,2,3838,0,701,15.690904140472412
component_generation,ModifyReactApp,React,GeminiPro_0801,ReactFetchAPI,avg,low,1,414,0,357,8.947144031524658
component_generation,ModifyReactApp,React,GeminiPro_0801,ReactFetchAPI,avg,low,2,414,0,357,8.843060970306396
component_generation,GenerateBaseComponent,none,GeminiPro_0801,none,none,none,1,199,0,1191,24.06199312210083
component_generation,GenerateBaseComponent,none,GeminiPro_0801,none,none,none,2,199,0,1267,25.737260103225708
component_generation,GenerateReactApp,none,GeminiPro_0801,none,none,none,1,190,0,469,10.810752153396606
component_generation,GenerateReactApp,none,GeminiPro_0801,none,none,none,2,190,0,472,10.874815940856934
solution_documentation,BusinessFunctionality,React,GeminiPro_0801,ReactSignUp,high,low,1,1393,0,747,16.07475519180298
solution_documentation,BusinessFunctionality,React,GeminiPro_0801,ReactSignUp,high,low,2,1393,0,606,13.566334962844849
solution_documentation,BusinessFunctionality,React,GeminiPro_0801,ToDoApp_ReactJS,high,avg,1,3753,0,704,15.512747049331665
solution_documentation,BusinessFunctionality,React,GeminiPro_0801,ToDoApp_ReactJS,high,avg,2,3753,0,751,16.17800784111023
solution_documentation,BusinessFunctionality,Angular,GeminiPro_0801,AngularCosmoPage,avg,high,1,6293,0,627,14.120589971542358
solution_documentation,BusinessFunctionality,Angular,GeminiPro_0801,AngularCosmoPage,avg,high,2,6293,0,730,16.17588496208191
solution_migration,ReactToAngular,React,GeminiPro_0801,ToDoApp_ReactJS,high,avg,1,3815,0,1882,37.06678605079651
solution_migration,ReactToAngular,React,GeminiPro_0801,ToDoApp_ReactJS,high,avg,2,3815,0,1754,35.123090744018555
solution_migration,jQueryToReact,jQuery,GeminiPro_0801,ToDoApp_jQuery,high,low,1,2764,0,2494,72.7288908958435
solution_migration,AngularToReact,Angular,GeminiPro_0801,AngularCosmoPage,avg,high,1,6336,0,7219,136.292897939682
solution_migration,AngularToReact,Angular,GeminiPro_0801,AngularCosmoPage,avg,high,2,6336,0,2465,48.228046894073486
solution_migration,UpdateReact,React,GeminiPro_0801,ToDoApp_ReactJS,high,avg,1,3805,0,2211,92.99504709243774
solution_migration,UpdateAngular,Angular,GeminiPro_0801,ToDoApp_AngularJS,avg,avg_2,1,2589,0,2255,44.23731994628906
solution_migration,UpdateAngular,Angular,GeminiPro_0801,ToDoApp_AngularJS,avg,avg_2,2,2589,0,3156,61.419313192367554
solution_migration,ReactToAngular,React,GeminiPro_0801,ReactSignUp,high,low,1,1455,0,1572,31.199045181274414
solution_migration,ReactToAngular,React,GeminiPro_0801,ReactSignUp,high,low,2,1455,0,1195,24.24617075920105
solution_migration,VanillaToReact,NativeJS,GeminiPro_0801,Piano_NativeJS,high,low,1,1596,0,2706,73.62821292877197
solution_template_generation,GenerateProjectConfiguration,none,GeminiPro_0801,none,none,none,1,124,0,468,10.947958946228027
solution_template_generation,GenerateProjectConfiguration,none,GeminiPro_0801,none,none,none,2,124,0,423,9.968232870101929
test_generation,WriteTestsForLegacyCode,React,GeminiPro_0801,ReactSignUp,high,low,1,1407,0,1172,23.83852195739746
test_generation,WriteTestsForLegacyCode,React,GeminiPro_0801,ReactSignUp,high,low,2,1407,0,998,21.36396312713623
test_generation,WriteTestsForLegacyCode,React,GeminiPro_0801,ToDoApp_ReactJS,high,avg,1,3767,0,4616,88.71880912780762
test_generation,WriteTestsForLegacyCode,React,GeminiPro_0801,ToDoApp_ReactJS,high,avg,2,3767,0,6678,125.61603498458862
test_generation,WriteTestsForLegacyCode,Angular,GeminiPro_0801,AngularCosmoPage,avg,high,1,6307,0,2723,53.56298232078552
test_generation,WriteTestsForLegacyCode,Angular,GeminiPro_0801,AngularCosmoPage,avg,high,2,6307,0,5677,106.99565196037292
test_generation,WriteTestsForActualCode,React,GeminiPro_0801,ReactSelect,extra_high,high,1,18136,0,8192,154.84340810775757
test_generation,WriteTestsForActualCode,React,GeminiPro_0801,ReactSelect,extra_high,high,2,18136,0,1561,32.67451286315918
