Experiment,Category,Language,Models,Dataset,Complexity,Size,Attempt,Input,Reasons,Output,Time,Accuracy,Completeness
code_analysis,EvaluateCodeQuality,React,GPT4o_0806,ReactSignUp,high,low,1,1347,0,859,9.347421169281006
code_analysis,EvaluateCodeQuality,React,GPT4o_0806,ToDoApp_ReactJS,high,avg,1,3343,0,836,15.185030221939087
code_analysis,EvaluateCodeQuality,Angular,GPT4o_0806,AngularCosmoPage,avg,high,1,5506,0,1251,15.052473068237305
code_explanation,DescribeTechnicalImplementation,Angular,GPT4o_0806,AngularCosmoPage,avg,high,1,5460,0,1181,14.437124967575073
code_explanation,DescribeTechnicalImplementation,React,GPT4o_0806,ReactSignUp,high,low,1,1301,0,675,14.026864051818848
code_explanation,DescribeTechnicalImplementation,React,GPT4o_0806,ToDoApp_ReactJS,high,avg,1,3297,0,952,12.390011310577393
component_generation,ModifyReactApp,React,GPT4o_0806,ReactFetchAPI,avg,low,1,379,0,591,7.783905982971191
component_generation,GenerateBaseComponent,none,GPT4o_0806,none,none,none,1,199,0,1046,8.990813970565796
component_generation,GenerateReactApp,none,GPT4o_0806,none,none,none,1,188,0,596,10.151340961456299
solution_documentation,BusinessFunctionality,React,GPT4o_0806,ReactSignUp,high,low,1,1223,0,627,10.497829914093018
solution_documentation,BusinessFunctionality,React,GPT4o_0806,ToDoApp_ReactJS,high,avg,1,3219,0,649,8.907552003860474
solution_documentation,BusinessFunctionality,Angular,GPT4o_0806,AngularCosmoPage,avg,high,1,5382,0,791,8.199732065200806
solution_migration,ReactToAngular,React,GPT4o_0806,ToDoApp_ReactJS,high,avg,1,3269,0,2618,26.5465989112854
solution_migration,jQueryToReact,jQuery,GPT4o_0806,ToDoApp_jQuery,high,low,1,2343,0,4096,35.432541847229004
solution_migration,AngularToReact,Angular,GPT4o_0806,AngularCosmoPage,avg,high,1,5413,0,1648,15.887879133224487
solution_migration,UpdateReact,React,GPT4o_0806,ToDoApp_ReactJS,high,avg,1,3258,0,2480,23.039013862609863
solution_migration,UpdateAngular,Angular,GPT4o_0806,ToDoApp_AngularJS,avg,avg_2,1,2275,0,2014,25.980429887771606
solution_migration,ReactToAngular,React,GPT4o_0806,ReactSignUp,high,low,1,1273,0,1147,10.285305738449097
solution_migration,VanillaToReact,NativeJS,GPT4o_0806,Piano_NativeJS,high,low,1,1402,0,1779,21.620325088500977
solution_template_generation,GenerateProjectConfiguration,none,GPT4o_0806,none,none,none,1,132,0,991,9.381377696990967
test_generation,WriteTestsForLegacyCode,React,GPT4o_0806,ReactSignUp,high,low,1,1230,0,1018,12.077538967132568
test_generation,WriteTestsForLegacyCode,React,GPT4o_0806,ToDoApp_ReactJS,high,avg,1,3226,0,1310,14.44144892692566
test_generation,WriteTestsForLegacyCode,Angular,GPT4o_0806,AngularCosmoPage,avg,high,1,5389,0,935,10.795147895812988
test_generation,WriteTestsForActualCode,React,GPT4o_0806,ReactSelect,extra_high,high,1,15764,0,1154,12.753904342651367
