Experiment,Type,Category,Language,Models,Dataset,Complexity,Size,Attempt,Input,Reasons,Output,Time,Accuracy,Completeness,Accuracy_claude-3-7-sonnet@20250219,Completeness_claude-3-7-sonnet@20250219,Accuracy_o3-mini,Completeness_o3-mini
code_translation,solution_migration,ReactToAngular,React,Claude_Sonnet_4_Thinking,ToDoApp_ReactJS,high,avg,1,4381,0,7149,77.06,3.19,4.0,3.38,4.0,3.0,4.0
code_translation,solution_migration,jQueryToReact,jQuery,Claude_Sonnet_4_Thinking,ToDoApp_jQuery,high,low,1,3187,0,11259,118.33,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,AngularToReact,Angular,Claude_Sonnet_4_Thinking,AngularCosmoPage,avg,high,1,7201,0,7760,85.71,3.61,2.51,4.0,3.0,3.22,2.03
code_translation,solution_migration,UpdateReact,React,Claude_Sonnet_4_Thinking,ToDoApp_ReactJS,high,avg,1,4353,0,5631,62.21,3.83,4.0,3.68,4.0,3.98,4.0
code_translation,solution_migration,UpdateAngular,Angular,Claude_Sonnet_4_Thinking,ToDoApp_AngularJS,avg,avg_2,1,3088,0,7239,74.33,4.0,3.39,4.0,3.78,4.0,3.01
code_translation,solution_migration,ReactToAngular,React,Claude_Sonnet_4_Thinking,ReactSignUp,high,low,1,1848,0,6678,67.57,4.0,3.94,4.0,3.88,4.0,4.0
code_translation,solution_migration,VanillaToReact,NativeJS,Claude_Sonnet_4_Thinking,Piano_NativeJS,high,low,1,1998,0,5461,60.24,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,ModifyReactApp,React,Claude_Sonnet_4_Thinking,ReactFetchAPI,avg,low,1,687,0,8551,91.63,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,GenerateBaseComponent,none,Claude_Sonnet_4_Thinking,none,none,none,1,342,0,4751,55.03,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,GenerateReactApp,none,Claude_Sonnet_4_Thinking,none,none,none,1,351,0,4329,48.6,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,React,Claude_Sonnet_4_Thinking,ReactSignUp,high,low,1,1821,0,7965,87.49,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,React,Claude_Sonnet_4_Thinking,ToDoApp_ReactJS,high,avg,1,4364,0,13166,140.99,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,Angular,Claude_Sonnet_4_Thinking,AngularCosmoPage,avg,high,1,7069,0,16443,172.19,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForActualCode,React,Claude_Sonnet_4_Thinking,ReactSelect,extra_high,high,1,20593,0,10859,121.08,4.0,3.5,4.0,4.0,4.0,3.01
code_generation,solution_template_generation,GenerateProjectConfiguration,none,Claude_Sonnet_4_Thinking,none,none,none,1,321,0,4094,43.35,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,React,Claude_Sonnet_4_Thinking,ReactSignUp,high,low,1,1792,0,4390,55.37,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,React,Claude_Sonnet_4_Thinking,ToDoApp_ReactJS,high,avg,1,4331,0,3948,53.33,3.99,2.75,4.0,3.0,3.97,2.5
code_documentation,code_analysis,EvaluateCodeQuality,Angular,Claude_Sonnet_4_Thinking,AngularCosmoPage,avg,high,1,7061,0,4061,55.53,4.0,2.0,4.0,2.0,4.0,2.0
code_documentation,code_explanation,DescribeTechnicalImplementation,Angular,Claude_Sonnet_4_Thinking,AngularCosmoPage,avg,high,1,6969,0,2845,46.43,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_explanation,DescribeTechnicalImplementation,React,Claude_Sonnet_4_Thinking,ReactSignUp,high,low,1,1757,0,2417,38.02,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_explanation,DescribeTechnicalImplementation,React,Claude_Sonnet_4_Thinking,ToDoApp_ReactJS,high,avg,1,4265,0,3051,43.08,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,solution_documentation,BusinessFunctionality,React,Claude_Sonnet_4_Thinking,ReactSignUp,high,low,1,1729,0,1541,30.26,3.28,3.63,3.56,3.99,3.0,3.27
code_documentation,solution_documentation,BusinessFunctionality,React,Claude_Sonnet_4_Thinking,ToDoApp_ReactJS,high,avg,1,4226,0,2057,39.5,4.0,3.73,4.0,3.56,4.0,3.9
code_documentation,solution_documentation,BusinessFunctionality,Angular,Claude_Sonnet_4_Thinking,AngularCosmoPage,avg,high,1,6977,0,2155,41.17,4.0,3.44,4.0,4.0,3.99,2.88
