Experiment,Type,Category,Language,Models,Dataset,Complexity,Size,Attempt,Input,Reasons,Output,Time,Accuracy,Completeness,Accuracy_claude-3-7-sonnet@20250219,Completeness_claude-3-7-sonnet@20250219,Accuracy_o3-mini,Completeness_o3-mini
code_translation,solution_migration,ReactToAngular,React,Gemini_25_Pro_0325,ToDoApp_ReactJS,high,avg,1,4101,0,12426,104.58,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,jQueryToReact,jQuery,Gemini_25_Pro_0325,ToDoApp_jQuery,high,low,1,2959,0,7193,66.25,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,AngularToReact,Angular,Gemini_25_Pro_0325,AngularCosmoPage,avg,high,1,6685,0,18684,180.24,3.0,4.0,3.01,4.0,3.0,4.0
code_translation,solution_migration,UpdateReact,React,Gemini_25_Pro_0325,ToDoApp_ReactJS,high,avg,1,4085,0,9000,85.94,3.65,4.0,3.92,4.0,3.38,4.0
code_translation,solution_migration,UpdateAngular,Angular,Gemini_25_Pro_0325,ToDoApp_AngularJS,avg,avg_2,1,2787,0,9907,91.21,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,ReactToAngular,React,Gemini_25_Pro_0325,ReactSignUp,high,low,1,1687,0,8544,86.28,4.0,3.96,4.0,4.0,4.0,3.92
code_translation,solution_migration,VanillaToReact,NativeJS,Gemini_25_Pro_0325,Piano_NativeJS,high,low,1,1815,0,8391,88.11,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,ModifyReactApp,React,Gemini_25_Pro_0325,ReactFetchAPI,avg,low,1,610,0,5941,64.95,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,GenerateBaseComponent,none,Gemini_25_Pro_0325,none,none,none,1,293,0,7582,77.57,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,GenerateReactApp,none,Gemini_25_Pro_0325,none,none,none,1,299,0,4128,42.52,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,React,Gemini_25_Pro_0325,ReactSignUp,high,low,1,1669,0,9427,105.82,4.0,3.95,4.0,4.0,4.0,3.9
code_generation,test_generation,WriteTestsForLegacyCode,React,Gemini_25_Pro_0325,ToDoApp_ReactJS,high,avg,1,4096,0,13857,140.12,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,Angular,Gemini_25_Pro_0325,AngularCosmoPage,avg,high,1,6556,0,18802,138.38,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForActualCode,React,Gemini_25_Pro_0325,ReactSelect,extra_high,high,1,18518,0,15402,147.83,4.0,4.0,4.0,4.0,4.0,3.99
code_generation,solution_template_generation,GenerateProjectConfiguration,none,Gemini_25_Pro_0325,none,none,none,1,274,0,9122,92.77,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,React,Gemini_25_Pro_0325,ReactSignUp,high,low,1,1632,0,10474,120.17,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,React,Gemini_25_Pro_0325,ToDoApp_ReactJS,high,avg,1,4044,0,12656,132.33,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,Angular,Gemini_25_Pro_0325,AngularCosmoPage,avg,high,1,6530,0,8999,109.24,4.0,3.02,4.0,2.96,4.0,3.08
code_documentation,code_explanation,DescribeTechnicalImplementation,Angular,Gemini_25_Pro_0325,AngularCosmoPage,avg,high,1,6477,0,8648,91.51,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_explanation,DescribeTechnicalImplementation,React,Gemini_25_Pro_0325,ReactSignUp,high,low,1,1612,0,5348,69.61,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_explanation,DescribeTechnicalImplementation,React,Gemini_25_Pro_0325,ToDoApp_ReactJS,high,avg,1,4004,0,8403,97.14,3.81,3.5,4.0,3.0,3.62,4.0
code_documentation,solution_documentation,BusinessFunctionality,React,Gemini_25_Pro_0325,ReactSignUp,high,low,1,1581,0,5305,69.98,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,solution_documentation,BusinessFunctionality,React,Gemini_25_Pro_0325,ToDoApp_ReactJS,high,avg,1,3960,0,5238,66.69,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,solution_documentation,BusinessFunctionality,Angular,Gemini_25_Pro_0325,AngularCosmoPage,avg,high,1,6471,0,5387,66.93,3.78,3.42,3.56,3.82,4.0,3.01
