Experiment,Type,Category,Language,Models,Dataset,Complexity,Size,Attempt,Input,Reasons,Output,Time,Accuracy,Completeness,Accuracy_claude-3-7-sonnet@20250219,Completeness_claude-3-7-sonnet@20250219,Accuracy_o3-mini,Completeness_o3-mini
code_translation,solution_migration,ReactToAngular,React,OpenAi_o4_mini_0416,ToDoApp_ReactJS,high,avg,1,3533,9984,14933,170.95,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,jQueryToReact,jQuery,OpenAi_o4_mini_0416,ToDoApp_jQuery,high,low,1,2554,3968,7217,63.11,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,AngularToReact,Angular,OpenAi_o4_mini_0416,AngularCosmoPage,avg,high,1,5784,896,4794,44.63,3.53,0.99,3.95,1.0,3.1,0.98
code_translation,solution_migration,UpdateReact,React,OpenAi_o4_mini_0416,ToDoApp_ReactJS,high,avg,1,3512,5376,9271,100.71,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,UpdateAngular,Angular,OpenAi_o4_mini_0416,ToDoApp_AngularJS,avg,avg_2,1,2504,6464,12352,154.61,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,ReactToAngular,React,OpenAi_o4_mini_0416,ReactSignUp,high,low,1,1485,7552,10217,115.86,3.44,3.58,3.62,3.99,3.27,3.18
code_translation,solution_migration,VanillaToReact,NativeJS,OpenAi_o4_mini_0416,Piano_NativeJS,high,low,1,1669,8256,10896,84.39,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,ModifyReactApp,React,OpenAi_o4_mini_0416,ReactFetchAPI,avg,low,1,570,4544,5920,44.17,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,GenerateBaseComponent,none,OpenAi_o4_mini_0416,none,none,none,1,289,5568,7629,46.71,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,GenerateReactApp,none,OpenAi_o4_mini_0416,none,none,none,1,299,1280,2219,14.67,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,React,OpenAi_o4_mini_0416,ReactSignUp,high,low,1,1472,2880,5922,61.96,4.0,3.5,4.0,4.0,4.0,3.0
code_generation,test_generation,WriteTestsForLegacyCode,React,OpenAi_o4_mini_0416,ToDoApp_ReactJS,high,avg,1,3525,7424,12465,131.79,3.99,4.0,3.98,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,Angular,OpenAi_o4_mini_0416,AngularCosmoPage,avg,high,1,5662,5760,9507,63.19,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForActualCode,React,OpenAi_o4_mini_0416,ReactSelect,extra_high,high,1,16066,896,3829,31.86,3.0,1.56,3.0,2.0,3.01,1.12
code_generation,solution_template_generation,GenerateProjectConfiguration,none,OpenAi_o4_mini_0416,none,none,none,1,275,7168,9600,108.68,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,React,OpenAi_o4_mini_0416,ReactSignUp,high,low,1,1436,1600,3732,35.94,4.0,3.5,4.0,4.0,4.0,3.0
code_documentation,code_analysis,EvaluateCodeQuality,React,OpenAi_o4_mini_0416,ToDoApp_ReactJS,high,avg,1,3478,3392,6363,59.05,4.0,3.01,4.0,3.02,4.0,3.0
code_documentation,code_analysis,EvaluateCodeQuality,Angular,OpenAi_o4_mini_0416,AngularCosmoPage,avg,high,1,5628,2304,6016,58.85,4.0,1.78,4.0,2.0,4.0,1.56
code_documentation,code_explanation,DescribeTechnicalImplementation,Angular,OpenAi_o4_mini_0416,AngularCosmoPage,avg,high,1,5580,1984,4901,37.54,3.66,4.0,4.0,4.0,3.32,4.0
code_documentation,code_explanation,DescribeTechnicalImplementation,React,OpenAi_o4_mini_0416,ReactSignUp,high,low,1,1417,896,2108,14.27,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_explanation,DescribeTechnicalImplementation,React,OpenAi_o4_mini_0416,ToDoApp_ReactJS,high,avg,1,3440,1344,3163,33.29,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,solution_documentation,BusinessFunctionality,React,OpenAi_o4_mini_0416,ReactSignUp,high,low,1,1394,896,3136,27.59,3.72,4.0,4.0,4.0,3.44,4.0
code_documentation,solution_documentation,BusinessFunctionality,React,OpenAi_o4_mini_0416,ToDoApp_ReactJS,high,avg,1,3401,1088,2659,16.49,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,solution_documentation,BusinessFunctionality,Angular,OpenAi_o4_mini_0416,AngularCosmoPage,avg,high,1,5578,384,2629,29.85,4.0,3.98,4.0,4.0,4.0,3.95
