Experiment,Category,Language,Models,Dataset,Complexity,Size,Attempt,Input,Reasons,Output,Time,Accuracy,Completeness
code_analysis,EvaluateCodeQuality,React,OpenAi_o1_mini_0912,ReactSignUp,high,low,1,1403,64,4586,26.54103994369507
code_analysis,EvaluateCodeQuality,React,OpenAi_o1_mini_0912,ToDoApp_ReactJS,high,avg,1,3465,576,5542,29.890819787979126
code_analysis,EvaluateCodeQuality,Angular,OpenAi_o1_mini_0912,AngularCosmoPage,avg,high,1,5613,128,6045,35.876646280288696
code_explanation,DescribeTechnicalImplementation,Angular,OpenAi_o1_mini_0912,AngularCosmoPage,avg,high,1,5558,384,2724,15.888774156570435
code_explanation,DescribeTechnicalImplementation,React,OpenAi_o1_mini_0912,ReactSignUp,high,low,1,1348,384,1999,11.497363805770874
code_explanation,DescribeTechnicalImplementation,React,OpenAi_o1_mini_0912,ToDoApp_ReactJS,high,avg,1,3410,640,2732,16.150926113128662
component_generation,ModifyReactApp,React,OpenAi_o1_mini_0912,ReactFetchAPI,avg,low,1,363,896,1269,7.432044982910156
component_generation,GenerateBaseComponent,none,OpenAi_o1_mini_0912,none,none,none,1,168,576,2031,11.976155996322632
component_generation,GenerateReactApp,none,OpenAi_o1_mini_0912,none,none,none,1,158,1536,2722,15.051466941833496
solution_documentation,BusinessFunctionality,React,OpenAi_o1_mini_0912,ReactSignUp,high,low,1,1270,64,1369,8.12195897102356
solution_documentation,BusinessFunctionality,React,OpenAi_o1_mini_0912,ToDoApp_ReactJS,high,avg,1,3332,512,2467,14.33095407485962
solution_documentation,BusinessFunctionality,Angular,OpenAi_o1_mini_0912,AngularCosmoPage,avg,high,1,5480,640,2496,15.902008056640625
solution_migration,ReactToAngular,React,OpenAi_o1_mini_0912,ToDoApp_ReactJS,high,avg,1,3368,4224,9210,51.946666955947876
solution_migration,jQueryToReact,jQuery,OpenAi_o1_mini_0912,ToDoApp_jQuery,high,low,1,2350,4352,8408,46.51335597038269
solution_migration,AngularToReact,Angular,OpenAi_o1_mini_0912,AngularCosmoPage,avg,high,1,5498,4608,12522,80.05802297592163
solution_migration,UpdateReact,React,OpenAi_o1_mini_0912,ToDoApp_ReactJS,high,avg,1,3358,5376,9706,55.69137907028198
solution_migration,UpdateAngular,Angular,OpenAi_o1_mini_0912,ToDoApp_AngularJS,avg,avg_2,1,2401,640,4829,25.655272006988525
solution_migration,ReactToAngular,React,OpenAi_o1_mini_0912,ReactSignUp,high,low,1,1306,1664,2813,15.985328197479248
solution_migration,VanillaToReact,NativeJS,OpenAi_o1_mini_0912,Piano_NativeJS,high,low,1,1423,4928,7535,39.158183097839355
solution_template_generation,GenerateProjectConfiguration,none,OpenAi_o1_mini_0912,none,none,none,1,95,512,2113,12.160583972930908
test_generation,WriteTestsForLegacyCode,React,OpenAi_o1_mini_0912,ReactSignUp,high,low,1,1259,384,2364,60.82433319091797
test_generation,WriteTestsForLegacyCode,React,OpenAi_o1_mini_0912,ToDoApp_ReactJS,high,avg,1,3321,320,5249,28.920457124710083
test_generation,WriteTestsForLegacyCode,Angular,OpenAi_o1_mini_0912,AngularCosmoPage,avg,high,1,5469,704,4276,51.23035907745361
test_generation,WriteTestsForActualCode,React,OpenAi_o1_mini_0912,ReactSelect,extra_high,high,1,15993,320,5237,133.3808138370514
