Experiment,Type,Category,Language,Models,Dataset,Complexity,Size,Attempt,Input,Reasons,Output,Time,Accuracy,Completeness,Accuracy_claude-3-7-sonnet@20250219,Completeness_claude-3-7-sonnet@20250219,Accuracy_o3-mini,Completeness_o3-mini
code_translation,solution_migration,ReactToAngular,React,Claude_Sonnet_4,ToDoApp_ReactJS,high,avg,1,4352,0,6492,61.51,3.56,4.0,3.56,4.0,3.56,4.0
code_translation,solution_migration,jQueryToReact,jQuery,Claude_Sonnet_4,ToDoApp_jQuery,high,low,1,3158,0,4902,47.56,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,AngularToReact,Angular,Claude_Sonnet_4,AngularCosmoPage,avg,high,1,7172,0,11806,114.03,3.5,4.0,3.99,4.0,3.0,4.0
code_translation,solution_migration,UpdateReact,React,Claude_Sonnet_4,ToDoApp_ReactJS,high,avg,1,4324,0,5856,55.6,3.51,4.0,3.05,4.0,3.98,4.0
code_translation,solution_migration,UpdateAngular,Angular,Claude_Sonnet_4,ToDoApp_AngularJS,avg,avg_2,1,3059,0,6266,58.16,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,ReactToAngular,React,Claude_Sonnet_4,ReactSignUp,high,low,1,1819,0,3310,35.15,3.89,4.0,4.0,4.0,3.78,4.0
code_translation,solution_migration,VanillaToReact,NativeJS,Claude_Sonnet_4,Piano_NativeJS,high,low,1,1969,0,6780,65.15,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,ModifyReactApp,React,Claude_Sonnet_4,ReactFetchAPI,avg,low,1,658,0,3560,36.75,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,GenerateBaseComponent,none,Claude_Sonnet_4,none,none,none,1,313,0,5424,53.86,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,GenerateReactApp,none,Claude_Sonnet_4,none,none,none,1,322,0,2842,28.46,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,React,Claude_Sonnet_4,ReactSignUp,high,low,1,1792,0,7541,73.14,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,React,Claude_Sonnet_4,ToDoApp_ReactJS,high,avg,1,4335,0,12791,120.88,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,Angular,Claude_Sonnet_4,AngularCosmoPage,avg,high,1,7040,0,12040,118.78,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForActualCode,React,Claude_Sonnet_4,ReactSelect,extra_high,high,1,20564,0,13236,127.0,4.0,3.99,4.0,4.0,4.0,3.98
code_generation,solution_template_generation,GenerateProjectConfiguration,none,Claude_Sonnet_4,none,none,none,1,292,0,3897,37.9,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,React,Claude_Sonnet_4,ReactSignUp,high,low,1,1763,0,3527,37.25,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,React,Claude_Sonnet_4,ToDoApp_ReactJS,high,avg,1,4302,0,3785,43.71,4.0,2.0,4.0,2.0,4.0,2.0
code_documentation,code_analysis,EvaluateCodeQuality,Angular,Claude_Sonnet_4,AngularCosmoPage,avg,high,1,7032,0,3074,40.04,4.0,3.0,4.0,3.0,4.0,2.99
code_documentation,code_explanation,DescribeTechnicalImplementation,Angular,Claude_Sonnet_4,AngularCosmoPage,avg,high,1,6940,0,2208,33.39,4.0,3.5,4.0,3.0,4.0,4.0
code_documentation,code_explanation,DescribeTechnicalImplementation,React,Claude_Sonnet_4,ReactSignUp,high,low,1,1728,0,1878,25.34,3.86,4.0,4.0,4.0,3.73,4.0
code_documentation,code_explanation,DescribeTechnicalImplementation,React,Claude_Sonnet_4,ToDoApp_ReactJS,high,avg,1,4236,0,2219,31.19,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,solution_documentation,BusinessFunctionality,React,Claude_Sonnet_4,ReactSignUp,high,low,1,1700,0,1331,23.69,3.0,3.03,3.0,3.05,3.0,3.01
code_documentation,solution_documentation,BusinessFunctionality,React,Claude_Sonnet_4,ToDoApp_ReactJS,high,avg,1,4197,0,1486,27.07,4.0,3.36,4.0,3.73,4.0,3.0
code_documentation,solution_documentation,BusinessFunctionality,Angular,Claude_Sonnet_4,AngularCosmoPage,avg,high,1,6948,0,1761,30.71,4.0,3.66,4.0,4.0,4.0,3.32
