Experiment,Type,Category,Language,Models,Dataset,Complexity,Size,Attempt,Input,Reasons,Output,Time,Accuracy,Completeness,Accuracy_claude-3-7-sonnet@20250219,Completeness_claude-3-7-sonnet@20250219,Accuracy_o3-mini,Completeness_o3-mini
code_translation,solution_migration,ReactToAngular,React,Gemini_25_Pro_0506,ToDoApp_ReactJS,high,avg,1,4101,10952,18306,169.99,3.27,4.0,3.04,4.0,3.5,4.0
code_translation,solution_migration,jQueryToReact,jQuery,Gemini_25_Pro_0506,ToDoApp_jQuery,high,low,1,2959,12966,18958,189.33,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,AngularToReact,Angular,Gemini_25_Pro_0506,AngularCosmoPage,avg,high,1,6685,8904,23244,241.82,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,UpdateReact,React,Gemini_25_Pro_0506,ToDoApp_ReactJS,high,avg,1,4085,11532,18175,175.62,3.84,4.0,4.0,4.0,3.68,4.0
code_translation,solution_migration,UpdateAngular,Angular,Gemini_25_Pro_0506,ToDoApp_AngularJS,avg,avg_2,1,2787,5975,14886,146.19,3.58,4.0,3.15,4.0,4.0,4.0
code_translation,solution_migration,ReactToAngular,React,Gemini_25_Pro_0506,ReactSignUp,high,low,1,1687,6559,12076,127.12,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,VanillaToReact,NativeJS,Gemini_25_Pro_0506,Piano_NativeJS,high,low,1,1815,14863,20307,202.46,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,ModifyReactApp,React,Gemini_25_Pro_0506,ReactFetchAPI,avg,low,1,610,10273,13050,135.75,4.0,3.69,4.0,4.0,4.0,3.38
code_generation,component_generation,GenerateBaseComponent,none,Gemini_25_Pro_0506,none,none,none,1,293,10387,14481,157.39,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,GenerateReactApp,none,Gemini_25_Pro_0506,none,none,none,1,299,4507,7398,76.06,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,React,Gemini_25_Pro_0506,ReactSignUp,high,low,1,1669,15367,21615,243.16,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,React,Gemini_25_Pro_0506,ToDoApp_ReactJS,high,avg,1,4096,8099,20196,203.84,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,Angular,Gemini_25_Pro_0506,AngularCosmoPage,avg,high,1,6556,4461,17867,191.74,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForActualCode,React,Gemini_25_Pro_0506,ReactSelect,extra_high,high,1,18518,5922,15073,164.57,4.0,3.5,4.0,4.0,4.0,3.0
code_generation,solution_template_generation,GenerateProjectConfiguration,none,Gemini_25_Pro_0506,none,none,none,1,274,11564,20238,186.81,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,React,Gemini_25_Pro_0506,ReactSignUp,high,low,1,1632,7701,12891,141.99,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,React,Gemini_25_Pro_0506,ToDoApp_ReactJS,high,avg,1,4044,3378,10590,117.26,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,Angular,Gemini_25_Pro_0506,AngularCosmoPage,avg,high,1,6530,3145,12574,124.76,4.0,3.0,4.0,3.0,4.0,3.0
code_documentation,code_explanation,DescribeTechnicalImplementation,Angular,Gemini_25_Pro_0506,AngularCosmoPage,avg,high,1,6477,2349,8966,100.4,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_explanation,DescribeTechnicalImplementation,React,Gemini_25_Pro_0506,ReactSignUp,high,low,1,1612,729,4797,66.97,4.0,2.32,4.0,3.01,4.0,1.62
code_documentation,code_explanation,DescribeTechnicalImplementation,React,Gemini_25_Pro_0506,ToDoApp_ReactJS,high,avg,1,4004,2437,7780,85.31,3.89,4.0,4.0,4.0,3.78,4.0
code_documentation,solution_documentation,BusinessFunctionality,React,Gemini_25_Pro_0506,ReactSignUp,high,low,1,1581,2353,7453,82.56,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,solution_documentation,BusinessFunctionality,React,Gemini_25_Pro_0506,ToDoApp_ReactJS,high,avg,1,3960,2610,6456,73.73,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,solution_documentation,BusinessFunctionality,Angular,Gemini_25_Pro_0506,AngularCosmoPage,avg,high,1,6471,2614,6801,78.1,4.0,3.92,4.0,4.0,4.0,3.85
