Experiment,Type,Category,Language,Models,Dataset,Complexity,Size,Attempt,Input,Reasons,Output,Time,Accuracy,Completeness,Accuracy_claude-3-7-sonnet@20250219,Completeness_claude-3-7-sonnet@20250219,Accuracy_o3-mini,Completeness_o3-mini
code_translation,solution_migration,ReactToAngular,React,OpenAi_o3_0416,ToDoApp_ReactJS,high,avg,1,3533,640,5909,32.77,3.95,4.0,4.0,4.0,3.9,4.0
code_translation,solution_migration,jQueryToReact,jQuery,OpenAi_o3_0416,ToDoApp_jQuery,high,low,1,2554,1408,5066,26.24,4.0,3.5,4.0,4.0,4.0,3.0
code_translation,solution_migration,AngularToReact,Angular,OpenAi_o3_0416,AngularCosmoPage,avg,high,1,5784,960,4885,26.82,3.5,2.98,4.0,3.0,3.01,2.96
code_translation,solution_migration,UpdateReact,React,OpenAi_o3_0416,ToDoApp_ReactJS,high,avg,1,3512,3648,7851,65.12,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,UpdateAngular,Angular,OpenAi_o3_0416,ToDoApp_AngularJS,avg,avg_2,1,2504,1600,5466,37.01,4.0,2.63,4.0,2.94,4.0,2.32
code_translation,solution_migration,ReactToAngular,React,OpenAi_o3_0416,ReactSignUp,high,low,1,1485,832,3442,20.69,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,VanillaToReact,NativeJS,OpenAi_o3_0416,Piano_NativeJS,high,low,1,1669,1152,3940,32.1,3.5,4.0,4.0,4.0,3.0,4.0
code_generation,component_generation,ModifyReactApp,React,OpenAi_o3_0416,ReactFetchAPI,avg,low,1,570,1536,2908,17.22,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,GenerateBaseComponent,none,OpenAi_o3_0416,none,none,none,1,289,4288,6516,57.37,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,GenerateReactApp,none,OpenAi_o3_0416,none,none,none,1,299,1344,2300,14.27,4.0,3.81,4.0,4.0,4.0,3.62
code_generation,test_generation,WriteTestsForLegacyCode,React,OpenAi_o3_0416,ReactSignUp,high,low,1,1472,1856,4215,48.68,4.0,3.5,4.0,4.0,4.0,2.99
code_generation,test_generation,WriteTestsForLegacyCode,React,OpenAi_o3_0416,ToDoApp_ReactJS,high,avg,1,3525,3008,6275,57.52,4.0,2.57,4.0,2.18,4.0,2.96
code_generation,test_generation,WriteTestsForLegacyCode,Angular,OpenAi_o3_0416,AngularCosmoPage,avg,high,1,5662,2240,5784,37.32,4.0,3.5,4.0,3.0,4.0,4.0
code_generation,test_generation,WriteTestsForActualCode,React,OpenAi_o3_0416,ReactSelect,extra_high,high,1,16066,576,3641,28.49,4.0,2.22,4.0,2.44,4.0,1.99
code_generation,solution_template_generation,GenerateProjectConfiguration,none,OpenAi_o3_0416,none,none,none,1,275,2560,4378,25.87,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,React,OpenAi_o3_0416,ReactSignUp,high,low,1,1436,2496,5366,31.75,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,React,OpenAi_o3_0416,ToDoApp_ReactJS,high,avg,1,3478,1280,3205,30.18,4.0,3.5,4.0,4.0,4.0,3.0
code_documentation,code_analysis,EvaluateCodeQuality,Angular,OpenAi_o3_0416,AngularCosmoPage,avg,high,1,5628,1344,3128,24.75,4.0,2.41,4.0,2.82,4.0,2.0
code_documentation,code_explanation,DescribeTechnicalImplementation,Angular,OpenAi_o3_0416,AngularCosmoPage,avg,high,1,5580,768,3131,30.73,3.97,4.0,4.0,4.0,3.94,4.0
code_documentation,code_explanation,DescribeTechnicalImplementation,React,OpenAi_o3_0416,ReactSignUp,high,low,1,1417,384,1932,26.47,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_explanation,DescribeTechnicalImplementation,React,OpenAi_o3_0416,ToDoApp_ReactJS,high,avg,1,3440,960,2756,35.65,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,solution_documentation,BusinessFunctionality,React,OpenAi_o3_0416,ReactSignUp,high,low,1,1394,1216,3025,25.18,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,solution_documentation,BusinessFunctionality,React,OpenAi_o3_0416,ToDoApp_ReactJS,high,avg,1,3401,384,2350,29.82,4.0,3.98,4.0,4.0,4.0,3.96
code_documentation,solution_documentation,BusinessFunctionality,Angular,OpenAi_o3_0416,AngularCosmoPage,avg,high,1,5578,1088,2903,21.29,4.0,3.75,4.0,4.0,4.0,3.5
