Experiment,Type,Category,Language,Models,Dataset,Complexity,Size,Attempt,Input,Reasons,Output,Time,Accuracy,Completeness,Accuracy_claude-3-7-sonnet@20250219,Completeness_claude-3-7-sonnet@20250219,Accuracy_o3-mini,Completeness_o3-mini
code_translation,solution_migration,ReactToAngular,React,GPT41_0414,ToDoApp_ReactJS,high,avg,1,3534,0,4825,98.68,2.95,4.0,2.9,4.0,3.0,4.0
code_translation,solution_migration,jQueryToReact,jQuery,GPT41_0414,ToDoApp_jQuery,high,low,1,2555,0,3661,69.2,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,AngularToReact,Angular,GPT41_0414,AngularCosmoPage,avg,high,1,5785,0,5256,102.4,4.0,2.02,4.0,2.0,4.0,2.05
code_translation,solution_migration,UpdateReact,React,GPT41_0414,ToDoApp_ReactJS,high,avg,1,3513,0,4188,91.3,4.0,4.0,4.0,4.0,4.0,4.0
code_translation,solution_migration,UpdateAngular,Angular,GPT41_0414,ToDoApp_AngularJS,avg,avg_2,1,2505,0,4642,92.65,4.0,3.64,4.0,4.0,4.0,3.27
code_translation,solution_migration,ReactToAngular,React,GPT41_0414,ReactSignUp,high,low,1,1486,0,2273,46.29,3.51,4.0,3.9,4.0,3.12,4.0
code_translation,solution_migration,VanillaToReact,NativeJS,GPT41_0414,Piano_NativeJS,high,low,1,1670,0,3231,62.24,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,ModifyReactApp,React,GPT41_0414,ReactFetchAPI,avg,low,1,571,0,1747,37.28,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,GenerateBaseComponent,none,GPT41_0414,none,none,none,1,290,0,2659,48.64,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,component_generation,GenerateReactApp,none,GPT41_0414,none,none,none,1,300,0,964,16.51,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,React,GPT41_0414,ReactSignUp,high,low,1,1473,0,2595,49.46,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForLegacyCode,React,GPT41_0414,ToDoApp_ReactJS,high,avg,1,3526,0,3893,42.17,4.0,3.04,4.0,3.04,4.0,3.04
code_generation,test_generation,WriteTestsForLegacyCode,Angular,GPT41_0414,AngularCosmoPage,avg,high,1,5663,0,5229,113.2,4.0,4.0,4.0,4.0,4.0,4.0
code_generation,test_generation,WriteTestsForActualCode,React,GPT41_0414,ReactSelect,extra_high,high,1,16067,0,3587,89.19,4.0,2.61,4.0,3.22,4.0,2.0
code_generation,solution_template_generation,GenerateProjectConfiguration,none,GPT41_0414,none,none,none,1,276,0,2165,34.48,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,React,GPT41_0414,ReactSignUp,high,low,1,1437,0,3164,69.79,3.98,3.64,4.0,4.0,3.96,3.27
code_documentation,code_analysis,EvaluateCodeQuality,React,GPT41_0414,ToDoApp_ReactJS,high,avg,1,3479,0,2153,46.76,3.5,2.02,4.0,2.02,3.0,2.02
code_documentation,code_analysis,EvaluateCodeQuality,Angular,GPT41_0414,AngularCosmoPage,avg,high,1,5629,0,2699,53.59,4.0,2.64,4.0,3.0,4.0,2.27
code_documentation,code_explanation,DescribeTechnicalImplementation,Angular,GPT41_0414,AngularCosmoPage,avg,high,1,5581,0,2887,70.83,2.98,3.59,3.0,4.0,2.96,3.18
code_documentation,code_explanation,DescribeTechnicalImplementation,React,GPT41_0414,ReactSignUp,high,low,1,1418,0,1539,48.09,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_explanation,DescribeTechnicalImplementation,React,GPT41_0414,ToDoApp_ReactJS,high,avg,1,3441,0,1756,50.16,4.0,3.5,4.0,2.99,4.0,4.0
code_documentation,solution_documentation,BusinessFunctionality,React,GPT41_0414,ReactSignUp,high,low,1,1395,0,1799,42.13,1.55,2.64,2.0,3.0,1.1,2.27
code_documentation,solution_documentation,BusinessFunctionality,React,GPT41_0414,ToDoApp_ReactJS,high,avg,1,3402,0,1882,38.05,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,solution_documentation,BusinessFunctionality,Angular,GPT41_0414,AngularCosmoPage,avg,high,1,5579,0,1747,51.18,3.91,3.0,4.0,3.0,3.82,3.0
