Experiment,Type,Category,Language,Models,Dataset,Complexity,Size,Attempt,Input,Reasons,Output,Time,Accuracy,Completeness,Accuracy_claude-3-7-sonnet@20250219,Completeness_claude-3-7-sonnet@20250219,Accuracy_o3-mini,Completeness_o3-mini
code_translation,solution_migration,ReactToAngular,React,Gemma_3_1B,ToDoApp_ReactJS,high,avg,1,4108,0,1439,17.55,0.5,0.5,0.0,0.0,1.0,1.0
code_translation,solution_migration,jQueryToReact,jQuery,Gemma_3_1B,ToDoApp_jQuery,high,low,1,2966,0,1525,18.08,0.5,0.5,0.0,0.0,1.0,1.0
code_translation,solution_migration,AngularToReact,Angular,Gemma_3_1B,AngularCosmoPage,avg,high,1,6692,0,3565,41.08,0.0,0.99,0.0,0.0,0.0,1.98
code_translation,solution_migration,UpdateReact,React,Gemma_3_1B,ToDoApp_ReactJS,high,avg,1,4092,0,1395,16.6,1.19,0.5,1.0,0.0,1.38,1.0
code_translation,solution_migration,UpdateAngular,Angular,Gemma_3_1B,ToDoApp_AngularJS,avg,avg_2,1,2794,0,1561,18.33,1.0,2.47,0.0,2.95,1.99,1.99
code_translation,solution_migration,ReactToAngular,React,Gemma_3_1B,ReactSignUp,high,low,1,1695,0,1736,20.19,0.0,0.43,0.0,0.85,0.0,0.01
code_translation,solution_migration,VanillaToReact,NativeJS,Gemma_3_1B,Piano_NativeJS,high,low,1,1822,0,2226,25.83,0.48,0.16,0.0,0.0,0.96,0.32
code_generation,component_generation,ModifyReactApp,React,Gemma_3_1B,ReactFetchAPI,avg,low,1,618,0,996,12.07,0.75,0.72,1.0,1.0,0.5,0.44
code_generation,component_generation,GenerateBaseComponent,none,Gemma_3_1B,none,none,none,1,301,0,1520,17.74,0.54,0.42,0.18,0.0,0.9,0.85
code_generation,component_generation,GenerateReactApp,none,Gemma_3_1B,none,none,none,1,307,0,1190,14.04,2.01,1.5,1.0,1.0,3.02,2.0
code_generation,component_generation,GenerateReactApp,none,Gemma_3_1B,none,none,none,1,307,0,1224,14.63,1.99,1.48,1.98,1.0,2.0,1.96
code_generation,test_generation,WriteTestsForLegacyCode,React,Gemma_3_1B,ReactSignUp,high,low,1,1677,0,1561,18.43,3.0,1.5,2.0,1.99,4.0,1.0
code_generation,test_generation,WriteTestsForLegacyCode,React,Gemma_3_1B,ToDoApp_ReactJS,high,avg,1,4104,0,1431,17.08,1.34,0.5,1.0,0.0,1.68,1.0
code_generation,test_generation,WriteTestsForLegacyCode,Angular,Gemma_3_1B,AngularCosmoPage,avg,high,1,6564,0,2110,24.67,0.98,0.11,0.0,0.0,1.97,0.22
code_generation,test_generation,WriteTestsForActualCode,React,Gemma_3_1B,ReactSelect,extra_high,high,1,18526,0,2244,27.46,1.0,0.0,0.0,0.0,2.0,0.0
code_generation,solution_template_generation,GenerateProjectConfiguration,none,Gemma_3_1B,none,none,none,1,282,0,1502,17.41,0.84,1.49,0.68,0.98,1.0,2.0
code_documentation,code_analysis,EvaluateCodeQuality,React,Gemma_3_1B,ReactSignUp,high,low,1,1639,0,2224,25.29,1.06,3.0,1.0,3.01,1.12,3.0
code_documentation,code_analysis,EvaluateCodeQuality,React,Gemma_3_1B,ToDoApp_ReactJS,high,avg,1,4052,0,1674,20.5,0.5,0.5,0.01,0.0,1.0,1.0
code_documentation,code_analysis,EvaluateCodeQuality,Angular,Gemma_3_1B,AngularCosmoPage,avg,high,1,6538,0,1543,18.3,1.04,0.5,0.0,0.0,2.08,1.0
code_documentation,code_explanation,DescribeTechnicalImplementation,Angular,Gemma_3_1B,AngularCosmoPage,avg,high,1,6485,0,1543,18.87,0.5,0.45,0.0,0.0,1.0,0.9
code_documentation,code_explanation,DescribeTechnicalImplementation,React,Gemma_3_1B,ReactSignUp,high,low,1,1620,0,1691,19.77,1.5,3.25,1.0,4.0,2.0,2.5
code_documentation,code_explanation,DescribeTechnicalImplementation,React,Gemma_3_1B,ToDoApp_ReactJS,high,avg,1,4011,0,2372,27.4,1.49,1.5,1.98,1.44,1.0,1.56
code_documentation,solution_documentation,BusinessFunctionality,React,Gemma_3_1B,ReactSignUp,high,low,1,1588,0,1445,16.98,1.0,1.98,0.0,1.97,2.0,2.0
code_documentation,solution_documentation,BusinessFunctionality,React,Gemma_3_1B,ToDoApp_ReactJS,high,avg,1,3967,0,1484,17.61,2.0,3.0,2.0,4.0,2.0,2.0
code_documentation,solution_documentation,BusinessFunctionality,Angular,Gemma_3_1B,AngularCosmoPage,avg,high,1,6478,0,2143,25.12,1.5,0.74,2.0,0.5,1.0,0.98
