Experiment,Type,Category,Language,Models,Dataset,Complexity,Size,Attempt,Input,Reasons,Output,Time,Accuracy,Completeness,Accuracy_claude-3-7-sonnet@20250219,Completeness_claude-3-7-sonnet@20250219,Accuracy_o3-mini,Completeness_o3-mini
code_translation,solution_migration,ReactToAngular,React,Gemma_3_4B,ToDoApp_ReactJS,high,avg,1,4108,0,1640,59.4,1.72,0.02,1.5,0.0,1.94,0.05
code_translation,solution_migration,jQueryToReact,jQuery,Gemma_3_4B,ToDoApp_jQuery,high,low,1,2966,0,1949,70.14,1.98,0.51,2.0,1.0,1.96,0.02
code_translation,solution_migration,AngularToReact,Angular,Gemma_3_4B,AngularCosmoPage,avg,high,1,6692,0,1487,54.67,1.96,0.01,1.94,0.0,1.98,0.02
code_translation,solution_migration,UpdateReact,React,Gemma_3_4B,ToDoApp_ReactJS,high,avg,1,4092,0,3001,107.88,1.0,2.51,1.0,1.02,1.0,4.0
code_translation,solution_migration,UpdateAngular,Angular,Gemma_3_4B,ToDoApp_AngularJS,avg,avg_2,1,2794,0,1400,50.38,1.5,1.19,2.0,1.38,1.0,1.0
code_translation,solution_migration,ReactToAngular,React,Gemma_3_4B,ReactSignUp,high,low,1,1695,0,1705,61.01,1.0,0.91,0.99,0.9,1.0,0.92
code_translation,solution_migration,VanillaToReact,NativeJS,Gemma_3_4B,Piano_NativeJS,high,low,1,1822,0,1895,67.73,1.02,1.0,1.0,1.0,1.03,1.0
code_generation,component_generation,ModifyReactApp,React,Gemma_3_4B,ReactFetchAPI,avg,low,1,618,0,1070,37.85,1.58,1.5,2.1,1.04,1.05,1.95
code_generation,component_generation,GenerateBaseComponent,none,Gemma_3_4B,none,none,none,1,301,0,2012,70.97,2.0,1.5,1.0,1.0,3.0,2.0
code_generation,component_generation,GenerateReactApp,none,Gemma_3_4B,none,none,none,1,307,0,1637,57.6,1.0,1.47,1.0,1.0,1.01,1.94
code_generation,component_generation,GenerateReactApp,none,Gemma_3_4B,none,none,none,1,307,0,1625,62.28,1.36,1.01,1.0,1.01,1.73,1.01
code_generation,test_generation,WriteTestsForLegacyCode,React,Gemma_3_4B,ReactSignUp,high,low,1,1677,0,1737,62.14,2.56,3.0,4.0,3.0,1.12,3.01
code_generation,test_generation,WriteTestsForLegacyCode,React,Gemma_3_4B,ToDoApp_ReactJS,high,avg,1,4104,0,2103,75.99,2.5,1.0,3.0,1.0,1.99,1.0
code_generation,test_generation,WriteTestsForLegacyCode,Angular,Gemma_3_4B,AngularCosmoPage,avg,high,1,6564,0,1478,54.23,3.04,0.0,3.99,0.0,2.1,0.0
code_generation,test_generation,WriteTestsForActualCode,React,Gemma_3_4B,ReactSelect,extra_high,high,1,18526,0,1797,69.73,2.16,2.78,0.32,3.0,4.0,2.56
code_generation,solution_template_generation,GenerateProjectConfiguration,none,Gemma_3_4B,none,none,none,1,282,0,1339,47.0,2.99,3.0,1.98,2.0,4.0,4.0
code_documentation,code_analysis,EvaluateCodeQuality,React,Gemma_3_4B,ReactSignUp,high,low,1,1639,0,1760,62.97,1.98,3.5,1.98,4.0,1.98,3.01
code_documentation,code_analysis,EvaluateCodeQuality,React,Gemma_3_4B,ToDoApp_ReactJS,high,avg,1,4052,0,1409,51.1,1.14,1.27,1.0,0.62,1.27,1.92
code_documentation,code_analysis,EvaluateCodeQuality,Angular,Gemma_3_4B,AngularCosmoPage,avg,high,1,6538,0,1550,56.87,4.0,0.5,4.0,1.0,4.0,0.01
code_documentation,code_explanation,DescribeTechnicalImplementation,Angular,Gemma_3_4B,AngularCosmoPage,avg,high,1,0,0,0,0.0,,,,,,
code_documentation,code_explanation,DescribeTechnicalImplementation,React,Gemma_3_4B,ReactSignUp,high,low,1,1620,0,1370,49.0,4.0,4.0,4.0,4.0,4.0,4.0
code_documentation,code_explanation,DescribeTechnicalImplementation,React,Gemma_3_4B,ToDoApp_ReactJS,high,avg,1,4011,0,1578,57.13,3.01,2.22,3.0,2.0,3.03,2.44
code_documentation,solution_documentation,BusinessFunctionality,React,Gemma_3_4B,ReactSignUp,high,low,1,1588,0,1456,52.12,2.88,2.76,2.27,2.5,3.5,3.02
code_documentation,solution_documentation,BusinessFunctionality,React,Gemma_3_4B,ToDoApp_ReactJS,high,avg,1,3967,0,1271,46.18,3.11,3.0,3.99,3.0,2.22,3.0
code_documentation,solution_documentation,BusinessFunctionality,Angular,Gemma_3_4B,AngularCosmoPage,avg,high,1,6478,0,1327,48.83,1.75,1.16,1.5,1.0,2.0,1.32
